"","ADDRESSS","name","lat","long","accuracy","format_address"
"3766","141 EAST   44 STREET 10017","MACCHIATO ESPRESSO BAR",40.7527018,40.7527018,"street_address","141 E 44th St, New York, NY 10017, USA"
"3767","141 EAST   45 STREET 10017","RESTAURANT RIKI",40.7532901,40.7532901,"street_address","141 E 45th St, New York, NY 10017, USA"
"3768","141 EAST   57 STREET 10022","TEODORA",40.760997,40.760997,"street_address","141 E 57th St, New York, NY 10022, USA"
"3769","141 EAST 55 STREET 10022","LYCHEE HOUSE",40.759509,40.759509,"street_address","141 E 55th St, New York, NY 10022, USA"
"3770","141 EAST SERVICE ROAD 10314","WENDY'S",40.588878,40.588878,"premise","141 E Service Rd, Staten Island, NY 10314, USA"
"3771","141 ELDRIDGE ST 10002","DOKA SQUARE",40.7192157,40.7192157,"street_address","141 Eldridge St, New York, NY 10002, USA"
"3772","141 FULTON ST 10038","CHAMPS KITCHEN VELOCE",40.7105419,40.7105419,"street_address","141 Fulton St, New York, NY 10038, USA"
"3773","141 GRAND ST 10013","SOHO THAI",40.7200927,40.7200927,"premise","141 Grand St, New York, NY 10013, USA"
"3774","141 HAVEMEYER ST 11211","LITTLE CHOC APOTHECARY",40.7119099,40.7119099,"premise","141 Havemeyer St, Brooklyn, NY 11211, USA"
"3775","141 JFK INTERNATIONAL AIRPORT 11430","STAR MOUNTAIN COFFEE",40.6413111,40.6413111,"airport","John F. Kennedy International Airport (JFK), Queens, NY 11430, USA"
"3776","141 LEONARD STREET 11206","TESTO",40.7083269,40.7083269,"premise","141 Leonard St, Brooklyn, NY 11206, USA"
"3777","141 MANSION AVE 10308","THE MANSION GRAND",40.5446995,40.5446995,"premise","141 Mansion Ave, Staten Island, NY 10308, USA"
"3778","141 MONTAGUE ST 11201","B.GOOD",40.6947989,40.6947989,"premise","141 Montague St, Brooklyn, NY 11201, USA"
"3779","141 MULBERRY STREET 10013","IL PICCOLO BUFALO",40.7188298,40.7188298,"premise","141 Mulberry St, New York, NY 10013, USA"
"3780","141 PENNSYLVANIA AVE 11207","HALAL FRIED CHICKEN & PIZZA",40.6742697,40.6742697,"street_address","141 Pennsylvania Ave, Brooklyn, NY 11207, USA"
"3781","141 SECOND AVE 10003","OTTO'S TACOS",40.7291249,40.7291249,"street_address","141 2nd Ave, New York, NY 10003, USA"
"3782","141 W 41ST ST 10036","OOTOYA",40.7549306,40.7549306,"premise","141 W 41st St, New York, NY 10036, USA"
"3783","141 WAVERLY PLACE 10014","JOE",40.7333235,40.7333235,"street_address","141 Waverly Pl, New York, NY 10014, USA"
"3784","141 WEST   10 STREET 10014","BELL BOOK & CANDLE",40.7347337,40.7347337,"premise","141 W 10th St, New York, NY 10014, USA"
"3785","141 WEST   21 STREET 10011","MOE'S CAFE",40.7423892,40.7423892,"street_address","141 W 21st St, New York, NY 10011, USA"
"3786","141 WEST   38 STREET 10018","ARNO RISTORANTE",40.7533125,40.7533125,"street_address","141 W 38th St, New York, NY 10018, USA"
"3787","141 WEST   69 STREET 10023","ANDANADA",40.7762479,40.7762479,"premise","141 W 69th St, New York, NY 10023, USA"
"3788","141 WEST   72 STREET 10023","COMMUNAL OVEN & EARTH",40.778275,40.778275,"street_address","141 W 72nd St, New York, NY 10023, USA"
"3789","141 WILSON AVE 11237","EL KUCHO MEXICAN RESTAURANT",40.7007639,40.7007639,"premise","141 Wilson Ave, Brooklyn, NY 11237, USA"
"3790","1410 3 AVENUE 10028","TIRAMISU RESTAURANT",40.775167,40.775167,"street_address","1410 3rd Ave, New York, NY 10028, USA"
"3791","1410 AVENUE J 11230","DUNKIN' DONUTS, BASKIN ROBBINS",40.6249424,40.6249424,"premise","1410 Avenue J, Brooklyn, NY 11230, USA"
"3792","1410 AVENUE U 11229","GOLDEN Z RESTAURANT",40.5985883,40.5985883,"premise","1410 Avenue U, Brooklyn, NY 11229, USA"
"3793","1410 BROADWAY 10018","PRET A MANGER",40.7530381,40.7530381,"street_address","1410 Broadway, New York, NY 10018, USA"
"3794","1410 MADISON AVE 10029","TRE OTTO",40.7884052,40.7884052,"premise","1410 Madison Ave, New York, NY 10029, USA"
"3795","1410 UNIONPORT ROAD 10462","LORRAINE'S BAR AND GRILL",40.834922,40.834922,"street_address","1410 Unionport Rd, Bronx, NY 10462, USA"
"3796","14101 32ND AVE 11354","",40.769307,40.769307,"street_address","141-01 32nd Ave, Flushing, NY 11354, USA"
"3797","14106 NORTHERN BOULEVARD 11354","PEKING CHINESE RESTAURANT",40.7643303,40.7643303,"street_address","141-6 Northern Blvd, Flushing, NY 11354, USA"
"3798","1411 2ND AVE 10021","UP THAI",40.7699636,40.7699636,"premise","1411 2nd Ave, New York, NY 10021, USA"
"3799","1411 3 AVENUE 10028","ELI'S TABLE",40.7749682,40.7749682,"street_address","1411 3rd Ave, New York, NY 10028, USA"
"3800","1411 6 AVENUE 10019","STARBUCKS",40.7648513,40.7648513,"subpremise","1411 6th Ave, New York, NY 10019, USA"
"3801","1411 FOSTER AVE 11230","NICE CHINA TOWN",40.6340818,40.6340818,"street_address","1411 Foster Ave, Brooklyn, NY 11230, USA"
"3802","1411 MADISON AVE 10029","SEATTLE CAFE",40.788252,40.788252,"street_address","1411 Madison Ave, New York, NY 10029, USA"
"3803","1411 NOSTRAND AVENUE 11226","IMMACULEE BAKERY",40.6520059,40.6520059,"street_address","1411 Nostrand Ave, Brooklyn, NY 11226, USA"
"3804","14112 ROCKWAY BOULEVARD 11436","NEW HUNAN WOK",40.6739699,40.6739699,"premise","141-12 Rockaway Blvd, Jamaica, NY 11436, USA"
"3805","141143 EAST HOUSTON STREET 10002","SUNSHINE CINEMA",40.7214228,40.7214228,"route","E Houston St, New York, NY 10002, USA"
"3806","1412 86 STREET 11228","SABABA LOUNGE",40.612329,40.612329,"premise","1412 86th St, Brooklyn, NY 11228, USA"
"3807","1412 AVENUE U 11229","SPRING BAKERY",40.5985954,40.5985954,"premise","1412 Avenue U, Brooklyn, NY 11229, USA"
"3808","1412 BROADWAY 10018","EUROPA CAFE",40.7536222,40.7536222,"premise","1412 Broadway, New York, NY 10018, USA"
"3809","1412 MYRTLE AVENUE 11237","BURGER KING",40.6985805,40.6985805,"premise","1412 Myrtle Ave, Brooklyn, NY 11237, USA"
"3810","1412 ROCKAWAY PKWY 11236","FIX-U-PLATE",40.6454134,40.6454134,"premise","1412 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3811","1412 ST JOHNS PLACE 11213","TONY'S PIZZERIA",40.6704278,40.6704278,"street_address","1412 St Johns Pl, Brooklyn, NY 11213, USA"
"3812","14120 HOLLY AVENUE 11355","DELICIAS PIZZA AND CHICKEN",40.7516026,40.7516026,"street_address","141-20 Holly Ave, Flushing, NY 11355, USA"
"3813","14121 ROCKAWAY BLVD 11436","JFK JERK CENTER",40.6743499,40.6743499,"street_address","141-21 Rockaway Blvd, Jamaica, NY 11436, USA"
"3814","14122 ROCKAWAY BOULEVARD 11436","R.C.L Enterprises inc",40.6739431,40.6739431,"premise","141-22 Rockaway Blvd, Jamaica, NY 11436, USA"
"3815","14125 JEWEL AVE 11367","THE NEW PIZZA PROFESSOR",40.7300198,40.7300198,"street_address","141-25 Jewel Ave, Flushing, NY 11367, USA"
"3816","1413 2ND AVE 10021","SIX HAPPINESS",40.770006,40.770006,"street_address","1413 2nd Ave, New York, NY 10021, USA"
"3817","1413 BEDFORD AVE 11216","ABIGAIL'S BAKESHOP",40.6748527,40.6748527,"premise","1413 Bedford Ave, Brooklyn, NY 11216, USA"
"3818","1413 BRONX RIVER AVE 10472","GOOD FELLAS PIZZA SHACK",40.8343392,40.8343392,"street_address","1413 Bronx River Ave, Bronx, NY 10472, USA"
"3819","1413 BUSHWICK AVE 11207","SALUD BAR & GRILL",40.6846559,40.6846559,"premise","1413 Bushwick Ave, Brooklyn, NY 11207, USA"
"3820","1413 MADISON AVENUE 10029","CHICKPEA, RED MANGO",40.7883387,40.7883387,"street_address","1413 Madison Ave, New York, NY 10029, USA"
"3821","1413 ROCKAWAY PARKWAY 11236","ARMANDO'S PIZZA",40.6456823,40.6456823,"street_address","1413 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3822","1413 YORK AVENUE 10021","THE GREEN BEAN CAFE",40.769153,40.769153,"premise","1413 York Ave, New York, NY 10021, USA"
"3823","14136 ROCKAWAY BOULEVARD 11436","GREAT DRAGON",40.6738702,40.6738702,"premise","141-36 Rockaway Blvd, Jamaica, NY 11436, USA"
"3824","1414 AVENUE OF THE AMERICAS 10019","JAN'S",40.7647485,40.7647485,"street_address","1414 6th Ave, New York, NY 10019, USA"
"3825","1415 2 AVENUE 10021","2ND AVE BLUE 9 BURGER",40.7700264,40.7700264,"premise","1415 2nd Ave, New York, NY 10021, USA"
"3826","1415 5 AVENUE 10029","EMPIRE CORNER II",40.800413,40.800413,"premise","1415 5th Ave, New York, NY 10029, USA"
"3827","1415 GRAVESEND NECK ROAD 11229","BING DELI GROCERY",40.5949358,40.5949358,"premise","1415 Gravesend Neck Rd, Brooklyn, NY 11229, USA"
"3828","1415 RICHMOND AVENUE 10314","ESPLANADE STATEN ISLAND",40.6134932,40.6134932,"premise","1415 Richmond Ave, Staten Island, NY 10314, USA"
"3829","1416 AVENUE J 11230","GARDEN OF EAT-IN",40.6249234,40.6249234,"premise","1416 Avenue J, Brooklyn, NY 11230, USA"
"3830","1416 CORTELYOU ROAD 11226","CATSKILL BAGEL CO.",40.6408367,40.6408367,"street_address","1416 Cortelyou Rd, Brooklyn, NY 11226, USA"
"3831","1416 OGDEN AVE 10452","BENNY UNO RESTAURANT COSINANDO CON AMOR",40.842907,40.842907,"street_address","1416 Ogden Ave, Bronx, NY 10452, USA"
"3832","1416 ST NICHOLAS AVENUE 10033","DUNKIN' DONUTS",40.8489923,40.8489923,"street_address","1416 St Nicholas Ave, New York, NY 10033, USA"
"3833","1417 150TH ST 11357","THE VILLAGE GREEN",40.7883683,40.7883683,"street_address","14-17 150th St, Flushing, NY 11357, USA"
"3834","1417 2 AVENUE 10021","A LA TURKA",40.7701308,40.7701308,"premise","1417 2nd Ave, New York, NY 10021, USA"
"3835","1417 FLATBUSH AVENUE 11210","FAYE & KING JAMAICAN REST",40.6363916,40.6363916,"premise","1417 Flatbush Ave, Brooklyn, NY 11210, USA"
"3836","1417 KINGS HIGHWAY 11229","STARBUCKS",40.6088281,40.6088281,"premise","1417 Kings Hwy, Brooklyn, NY 11229, USA"
"3837","1417 LEXINGTON AVE 10128","LUCY'S WHEY",40.783651,40.783651,"street_address","1417 Lexington Ave, New York, NY 10128, USA"
"3838","1418 150TH ST 11357","SAKANA KIN",40.7882856,40.7882856,"street_address","14-18 150th St, Flushing, NY 11357, USA"
"3839","1418 AVENUE J 11230","BENNY'S",40.6249387,40.6249387,"street_address","1418 Avenue J, Brooklyn, NY 11230, USA"
"3840","1418 LEXINGTON AVE 10128","CRUMBS BAKE SHOP",40.7838726,40.7838726,"street_address","1418 Lexington Ave, New York, NY 10128, USA"
"3841","1418 MERMAID AVE 11224","LUCKY 18 BAKERY",40.576516,40.576516,"street_address","1418 Mermaid Ave, Brooklyn, NY 11224, USA"
"3842","1418 THIRD AVENUE 10028","LORENZO & MARIA'S",40.7753401,40.7753401,"street_address","1418 3rd Ave, New York, NY 10028, USA"
"3843","1419 CONEY ISLAND AVENUE 11230","OLYMPIC PITA",40.6230372,40.6230372,"premise","1419 Coney Island Ave, Brooklyn, NY 11230, USA"
"3844","1419 FOREST AVE 10302","WINGRITE",40.6252203,40.6252203,"street_address","1419 Forest Ave, Staten Island, NY 10302, USA"
"3845","1419 GRAVESEND NECK ROAD 11229","NEW GREAT WALL CHINESE RESTAURANT",40.594967,40.594967,"premise","1419 Gravesend Neck Rd, Brooklyn, NY 11229, USA"
"3846","1419 ST NICHOLAS AVENUE 10033","BURGER KING",40.8492724,40.8492724,"street_address","1419 St Nicholas Ave, New York, NY 10033, USA"
"3847","142 AVENUE U 11223","LOS AMIGOS GRILL",40.5960883,40.5960883,"street_address","142 Avenue U, Brooklyn, NY 11223, USA"
"3848","142 BLEECKER STREET 10012","GMT TAVERN",40.7279984,40.7279984,"street_address","142 Bleecker St, New York, NY 10012, USA"
"3849","142 EAST 43 STREET 10017","ROTI MEDITERRANEAN GRILL",40.7516166,40.7516166,"street_address","142 E 43rd St, New York, NY 10017, USA"
"3850","142 EDGECOMBE AVE 10030","MANHATANVILLE COFFEE",40.8212877,40.8212877,"premise","142 Edgecombe Ave, New York, NY 10030, USA"
"3851","142 FRANKLIN STREET 11222","PENCIL FACTORY",40.7297582,40.7297582,"premise","142 Franklin St, Brooklyn, NY 11222, USA"
"3852","142 FULTON STREET 10038","CAFE TOMATO",40.710357,40.710357,"premise","142 Fulton St, New York, NY 10038, USA"
"3853","142 MANSION AVENUE 10308","RICHMOND COUNTY YACHT CLUB",40.5441469,40.5441469,"premise","142 Mansion Ave, Staten Island, NY 10308, USA"
"3854","142 MERCER STREET 10012","LURE FISHBAR",40.724703,40.724703,"street_address","142 Mercer St, New York, NY 10012, USA"
"3855","142 MONTAGUE STREET 11201","ANI SUSHI",40.6944374,40.6944374,"premise","142 Montague St, Brooklyn, NY 11201, USA"
"3856","142 NAGLE AVE 10040","TACO Y BURRITO [EL ANCLA PUERTO PLATA]",40.8612198,40.8612198,"street_address","142 Nagle Ave, New York, NY 10040, USA"
"3857","142 NASSAU AVE 11222","CHAMPION COFFEE",40.7246314,40.7246314,"premise","142 Nassau Ave, Brooklyn, NY 11222, USA"
"3858","142 NORTH    5 STREET 11211","FABIANE'S CAFE & PASTRY",40.716538,40.716538,"premise","142 N 5th St, Brooklyn, NY 11211, USA"
"3859","142 SMITH STREET 11201","BRITAIN INDIAN RESTAURANT",40.6870161,40.6870161,"premise","142 Smith St, Brooklyn, NY 11201, USA"
"3860","142 SULLIVAN ST 10012","NO. 142 BAR",40.7271061,40.7271061,"premise","142 Sullivan St, New York, NY 10012, USA"
"3861","142 SULLIVAN STREET 10012","RABBITS",40.7271061,40.7271061,"premise","142 Sullivan St, New York, NY 10012, USA"
"3862","142 W 49TH ST 10019","Radio City Pizza",40.7599775,40.7599775,"street_address","142 W 49th St, New York, NY 10019, USA"
"3863","142 W 72ND ST 10023","ZURUTTO RAMEN & GYOZA BAR",40.7778272,40.7778272,"premise","142 W 72nd St, New York, NY 10023, USA"
"3864","142 W HOUSTON ST 10012","DA MARCELLA",40.7280821,40.7280821,"street_address","142 W Houston St, New York, NY 10012, USA"
"3865","142 WEST   44 STREET 10036","OSTERIA AL DODGE",40.7566174,40.7566174,"premise","142 W 44th St, New York, NY 10036, USA"
"3866","142 WEST   46 STREET 10036","ST. ANDREWS RESTAURANT",40.757922,40.757922,"street_address","142 W 46th St, New York, NY 10036, USA"
"3867","142 WEST   49 STREET 10019","PASTA LOVERS TRATTORIA",40.7599775,40.7599775,"street_address","142 W 49th St, New York, NY 10019, USA"
"3868","142 WEST   57 STREET 10019","STARBUCKS",40.7648242,40.7648242,"street_address","142 W 57th St, New York, NY 10019, USA"
"3869","142 WEST   65 STREET 10023","LINCOLN RISTORANTE",40.7733125,40.7733125,"street_address","142 W 65th St, New York, NY 10023, USA"
"3870","142 WEST   83 STREET 10024","AMUSED",40.7850361,40.7850361,"premise","142 W 83rd St, New York, NY 10024, USA"
"3871","1420 3RD AVE 10028","PIG HEAVEN",40.7754503,40.7754503,"street_address","1420 3rd Ave, New York, NY 10028, USA"
"3872","1420 BROADWAY 10018","OLIVE TREE",40.753858,40.753858,"street_address","1420 Broadway, New York, NY 10018, USA"
"3873","1420 CLAY AVE 10456","ANTOJITOS & NATURAL JUICE BAR",40.8372395,40.8372395,"premise","1420 Clay Ave, Bronx, NY 10456, USA"
"3874","1420 CORNAGA AVE 11691","LUCKY CORNAGA CHINESE RESTAURANT",40.6027788,40.6027788,"street_address","14-20 Cornaga Ave, Far Rockaway, NY 11691, USA"
"3875","1420 ROCKAWAY PKWY 11236","FISHERMAN'S COVE, INC.",40.6451078,40.6451078,"premise","1420 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3876","1420 SHEEPSHEAD BAY ROAD 11235","BAY PIZZERIA RESTAURANT",40.5872915,40.5872915,"premise","1420 Sheepshead Bay Rd, Brooklyn, NY 11235, USA"
"3877","14202 20 AVENUE 11357","CAFETERIA (USPS BLDNG)",40.7815916,40.7815916,"street_address","14202 20th Ave, College Point, NY 11356, USA"
"3878","14202 ROCKAWAY BOULEVARD 11436","POPEYES LOUISIANA KITCHEN",40.673771,40.673771,"street_address","14202 Rockaway Blvd, Jamaica, NY 11436, USA"
"3879","14209 FARMERS BLVD 11434","SUCCESS CHINESE FOOD",40.6699701,40.6699701,"premise","14209 Farmers Blvd, Jamaica, NY 11434, USA"
"3880","1421 BROADWAY 11106","L.I.C. BROADWAY DELI & GROCERY",40.7660418,40.7660418,"street_address","14-21 Broadway, Long Island City, NY 11106, USA"
"3881","1421 EAST   63 STREET 11234","BON SOIR CATERERS",40.6191541,40.6191541,"premise","1421 E 63rd St, Brooklyn, NY 11234, USA"
"3882","1421 SAINT JOHNS PL 11213","",40.6706123,40.6706123,"street_address","1421 St Johns Pl, Brooklyn, NY 11213, USA"
"3883","1422 150 STREET 11357","TASTY GRILL",40.7881897,40.7881897,"street_address","14-22 150th St, Flushing, NY 11357, USA"
"3884","1422 AVENUE U 11229","KUNG FU TEA",40.5985837,40.5985837,"premise","1422 Avenue U, Brooklyn, NY 11229, USA"
"3885","1422 FULTON STREET 11216","POPEYES LOUISIANA KITCHEN",40.6798462,40.6798462,"premise","1422 Fulton St, Brooklyn, NY 11216, USA"
"3886","1422 KINGS HIGHWAY 11229","DUNKIN' DONUTS",40.6084617,40.6084617,"street_address","1422 Kings Hwy, Brooklyn, NY 11229, USA"
"3887","1422 ST NICHOLAS AVENUE 10033","PAPI'S PIZZERIA",40.8494017,40.8494017,"street_address","1422 St Nicholas Ave, New York, NY 10033, USA"
"3888","1423 150 STREET 11357","DUNKIN' DONUTS",40.788226,40.788226,"street_address","14-23 150th St, Flushing, NY 11357, USA"
"3889","1423 AVENUE J 11230","KOSHER BAGEL HOLE",40.6253268,40.6253268,"street_address","1423 Avenue J, Brooklyn, NY 11230, USA"
"3890","14238 ROOSEVELT AVE 11354","JIN CHENG RESTAURANT",40.7605939,40.7605939,"premise","142-38 Roosevelt Ave, Flushing, NY 11354, USA"
"3891","1424 3RD AVE 10028","IRVING FARM COFFEE ROASTERS",40.775544,40.775544,"street_address","1424 3rd Ave, New York, NY 10028, USA"
"3892","1424 AVENUE J 11230","DI FARA PIZZERIA",40.6249522,40.6249522,"premise","1424 Avenue J, Brooklyn, NY 11230, USA"
"3893","1424 AVENUE M 11230","JERUSALEM PIZZA",40.6178196,40.6178196,"premise","1424 Avenue M, Brooklyn, NY 11230, USA"
"3894","1424 ELM AVENUE 11230","CHAP A NOSH/YUN KEE",40.6176811,40.6176811,"street_address","1424 Elm Ave, Brooklyn, NY 11230, USA"
"3895","1424 LEXINGTON AVENUE 10128","OTTOMANELLI N.Y. GRILL",40.7841477,40.7841477,"street_address","1424 Lexington Ave, New York, NY 10128, USA"
"3896","1424 SHEEPSHEAD BAY RD 11235","BAGEL ROAD",40.5872808,40.5872808,"street_address","1424 Sheepshead Bay Rd, Brooklyn, NY 11235, USA"
"3897","14249 ROCKAWAY BLVD 11436","",40.674308,40.674308,"street_address","142-49 Rockaway Blvd, Jamaica, NY 11436, USA"
"3898","1425 COLLEGE POINT BOULEVARD 11356","A.R'S TAVERN",40.7845821,40.7845821,"street_address","14-25 College Point Blvd, Flushing, NY 11356, USA"
"3899","1425 FOSTER AVE 11230","KABIR'S BAKERY",40.6341885,40.6341885,"street_address","1425 Foster Ave, Brooklyn, NY 11230, USA"
"3900","1425 W 10TH ST 11204","ARNOR CREPES & BUBBLE TEA",40.6105715,40.6105715,"street_address","1425 W 10th St, Brooklyn, NY 11204, USA"
"3901","14254 ROOSEVELT AVE 11354","FIRST HAND FOOD PRODUCT",40.7608968,40.7608968,"street_address","142-54 Roosevelt Ave, Flushing, NY 11354, USA"
"3902","1426 3RD AVE 10028","PIZZA BEACH",40.775589,40.775589,"street_address","1426 3rd Ave, New York, NY 10028, USA"
"3903","1426 CORNAGA AVE 11691","POPEYES LOUISIANA KITCHEN",40.602712,40.602712,"street_address","1426 Cornaga Ave, Far Rockaway, NY 11691, USA"
"3904","1426 LEXINGTON AVENUE 10028","RIZZOS PIZZA",40.777863,40.777863,"route","Lexington Ave, New York, NY 10028, USA"
"3905","1426 ZEREGA AVE 10462","PANINI'S",40.8373943,40.8373943,"street_address","1426 Zerega Ave, Bronx, NY 10462, USA"
"3906","1427 150 STREET 11357","IL NOCELLO RISTORANTE ITALIANO",40.7880986,40.7880986,"street_address","14-27 150th St, Flushing, NY 11357, USA"
"3907","1427 3RD AVE 10028","CASA PIZZA",40.7753164,40.7753164,"street_address","1427 3rd Ave, New York, NY 10028, USA"
"3908","1427 FULTON STREET 11216","KING PIZZA",40.6802814,40.6802814,"premise","1427 Fulton St, Brooklyn, NY 11216, USA"
"3909","1427 LINDEN BOULEVARD 11212","DUNKIN' DONUTS",40.6551323,40.6551323,"premise","1427 Linden Blvd, Brooklyn, NY 11212, USA"
"3910","1427 MYRTLE AVENUE 11237","El Charro Bakery",40.6988809,40.6988809,"street_address","1427 Myrtle Ave, Brooklyn, NY 11237, USA"
"3911","1427 SHEEPSHEAD BAY ROAD 11235","DUNKIN' DONUTS",40.5876076,40.5876076,"street_address","1427 Sheepshead Bay Rd, Brooklyn, NY 11235, USA"
"3912","1427 YORK AVE 10021","SUBWAY",40.7693102,40.7693102,"premise","1427 York Ave, New York, NY 10021, USA"
"3913","1428 6 AVENUE 10019","ANGELA'S DELI",40.7625399,40.7625399,"street_address","1428 6 1/2 Ave Pedestrian Arcade, New York, NY 10019, USA"
"3914","1429 2ND AVE 10021","JUICE PRESS @ EQUINOX",40.77053,40.77053,"street_address","1429 2nd Ave, New York, NY 10021, USA"
"3915","1429 MYRTLE AVENUE 11237","AZUL TEQUILA RESTAURANT",40.6988992,40.6988992,"premise","1429 Myrtle Ave, Brooklyn, NY 11237, USA"
"3916","1429 NOSTRAND AVE 11226","KENNEDY FRIED CHICKEN",40.6513626,40.6513626,"premise","1429 Nostrand Ave, Brooklyn, NY 11226, USA"
"3917","143 1 AVENUE 10003","PAQUITOS",40.728143,40.728143,"premise","143 1st Avenue, New York, NY 10003, USA"
"3918","143 4TH AVE 10003","",40.7337718,40.7337718,"street_address","143 4th Ave, New York, NY 10003, USA"
"3919","143 BEACH  116 STREET 11694","CUISINE BY CLAUDETTE",40.5788591,40.5788591,"street_address","143 Beach 116th St, Rockaway Park, NY 11694, USA"
"3920","143 CHRISTOPHER STREET 10014","GAETANA'S CUCINA ITALIANA",40.7329613,40.7329613,"street_address","143 Christopher St, New York, NY 10014, USA"
"3921","143 DIVISION STREET 10002","DIMES",40.7143766,40.7143766,"premise","143 Division St, New York, NY 10002, USA"
"3922","143 E 233RD ST 10470","THE HIDEOUT TAVERN",40.8967624,40.8967624,"street_address","143 E 233rd St, Bronx, NY 10470, USA"
"3923","143 E 47TH ST 10017","FOXY JOHN'S",40.7544417,40.7544417,"street_address","143 E 47th St, New York, NY 10017, USA"
"3924","143 E 49TH ST 10017","TOSCANA 49",40.7557855,40.7557855,"street_address","143 E 49th St, New York, NY 10017, USA"
"3925","143 GRAND ST 10013","HAMPTON CHUTNEY CO",40.7200573,40.7200573,"premise","143 Grand St, New York, NY 10013, USA"
"3926","143 GREENE AVENUE 11238","NEW HONG CHEONG RESTAURANT",40.6868081,40.6868081,"premise","143 Greene Ave, Brooklyn, NY 11238, USA"
"3927","143 HAVEMEYER STREET 11211","JACKBAR",40.711799,40.711799,"street_address","143 Havemeyer St, Brooklyn, NY 11211, USA"
"3928","143 LAFAYETTE AVE 10301","NEW LUCKY GARDEN",40.6413447,40.6413447,"premise","143 Lafayette Ave, Staten Island, NY 10301, USA"
"3929","143 MCCLEAN AVE 10305","ROYAL SUSHI",40.598125,40.598125,"street_address","143 McClean Ave, Staten Island, NY 10305, USA"
"3930","143 MONTAGUE ST 11201","ARMANDO'S RESTAURANT",40.6947776,40.6947776,"premise","143 Montague St, Brooklyn, NY 11201, USA"
"3931","143 MOTT STREET 10013","GOLDEN STEAMER",40.718765,40.718765,"street_address","143 Mott St, New York, NY 10013, USA"
"3932","143 MULBERRY STREET 10013","SOFIA'S LITTLE ITALY",40.7188971,40.7188971,"premise","143 Mulberry St, New York, NY 10013, USA"
"3933","143 PERRY STREET 10014","THE OTHEROOM",40.7349745,40.7349745,"premise","143 Perry St, New York, NY 10014, USA"
"3934","143 ROCKAWAY AVENUE 11233","WAH SING RESTURANT",40.6778491,40.6778491,"premise","143 Rockaway Ave, Brooklyn, NY 11233, USA"
"3935","143 ROEBLING STREET 11211","ROEBLING TEA ROOM",40.7142694,40.7142694,"premise","143 Roebling St, Brooklyn, NY 11211, USA"
"3936","143 SHERMAN AVE 10034","SABOR TROPICAL",40.8643445,40.8643445,"street_address","143 Sherman Ave, New York, NY 10034, USA"
"3937","143 TROUTMAN ST 11206","PRECIOUS METAL",40.700089,40.700089,"street_address","143 Troutman St, Brooklyn, NY 11206, USA"
"3938","143 W 29TH ST 10001","HANAMIZUKI CAFE",40.7475427,40.7475427,"premise","143 W 29th St, New York, NY 10001, USA"
"3939","143 W 40TH ST 10018","",40.754758,40.754758,"street_address","143 W 40th St, New York, NY 10018, USA"
"3940","143 WEST   69 STREET 10023","NOI DUE",40.7762832,40.7762832,"premise","143 W 69th St, New York, NY 10023, USA"
"3941","1430 RICHMOND AVE 10314","DOMINO'S",40.6134483,40.6134483,"premise","1430 Richmond Ave, Staten Island, NY 10314, USA"
"3942","1430 ROCKAWAY PARKWAY 11236","GOLDEN KRUST CARIBBEAN BAKERY & GRILL",40.6451383,40.6451383,"street_address","1430 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3943","1430 ROCKAWAY PKWY 11236","CANARSIE COFFEE",40.6451383,40.6451383,"street_address","1430 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3944","1430 ST NICHOLAS AVENUE 10033","SILVER PALACE CHINESE FOOD",40.849632,40.849632,"street_address","1430 St Nicholas Ave, New York, NY 10033, USA"
"3945","1430 WATSON AVE 10472","BANI RESTAURANT",40.825196,40.825196,"premise","1430 Watson Ave, Bronx, NY 10472, USA"
"3946","14301 45TH AVE 11355","SWEET HAUS CAFE",40.7538646,40.7538646,"street_address","143-1 45th Ave, Flushing, NY 11355, USA"
"3947","14306 LIBERTY AVE 11435","CLUB VIBE BAR AND CAFE",40.692054,40.692054,"street_address","143-06 Liberty Ave, Jamaica, NY 11435, USA"
"3948","14309 HILLSIDE AVE 11435","SONA THALI LLC",40.7051991,40.7051991,"premise","143-09 Hillside Avenue, Jamaica, NY 11435, USA"
"3949","1431 1 AVENUE 10021","NUMERO 28",40.769396,40.769396,"street_address","1431 1st Avenue, New York, NY 10021, USA"
"3950","1431 150TH ST 11357","HONEY BEE CAKES",40.7880419,40.7880419,"premise","14-31 150th St, Whitestone, NY 11357, USA"
"3951","1431 FULTON ST 11216","LITTLE CAESARS PIZZA",40.6802817,40.6802817,"premise","1431 Fulton St, Brooklyn, NY 11216, USA"
"3952","1431 ROCKAWAY PARKWAY 11236","TASTEE PATTEE BAKERY AND GRILL",40.6451674,40.6451674,"premise","1431 Rockaway Pkwy, Brooklyn, NY 11236, USA"
"3953","1431 YORK AVENUE 10021","BEANOCCHIOS CAFE",40.7694038,40.7694038,"premise","1431 York Ave, New York, NY 10021, USA"
