"ADDRESSS" "name"
"3867" "585 8TH AVE 10018" "RATTLE N HUM WEST"
"3868" "585 AVENUE OF THE AMERICAS 10011" "THE HUMMUS & PITA"
"3869" "585 EAST  189 STREET 10458" "HOWL AT THE MOON BAR & GRILL"
"3870" "585 FOREST AVENUE 10310" "THE BURRITO BAR RESTAURANT"
"3871" "585 MYRTLE AVENUE 11205" "GINOS PIZZERIA"
"3872" "585 VETERANS RD W 10309" "DUNKIN' DONUTS"
"3873" "5850 FRANCIS LEWIS BOULEVARD 11364" "BLUE BAY DINER"
"3874" "586 ALBANY AVE 11203" "JAZZY WEST INDIAN AND AMERICAN RESTAURANT"
"3875" "586 NOSTRAND AVENUE 11216" "INDIA HOUSE RESTAURANT"
"3876" "586 W 207TH ST 10034" "SOJO RESTAURANT LOUNGE"
"3877" "587 5 AVENUE 11215" "GRILL'S DELIGHT & JUICE BAR"
"3878" "587 9TH AVE 10036" "CHIRPING CHICKEN"
"3879" "587 BAY ST 10304" "ICE'S & ICE CREAM ON THE BAY"
"3880" "587 FIRST AVENUE 10016" "NEW YORK BAGELS & DELI"
"3881" "587 MALCOLM X BLVD 10037" "KING'S CHEF CHINESE RESTAURANT"
"3882" "587 SOUTHERN BLVD 10455" "MI MEXICO LINDO"
"3883" "587 SUTTER AVENUE 11207" "LIANG XIAN GARDEN"
"3884" "587 WILSON AVENUE 11207" "THE AVE LUNCH BOX"
"3885" "588 AMSTERDAM AVENUE 10024" "CARIDAD"
"3886" "588 GRAND STREET 11211" "HUCKLEBERRY BAR"
"3887" "588 MALCOLM X BLVD 10037" "DON RICO POLLO RESTAURANT"
"3888" "589 11 AVENUE 10036" "MCQUAIDS PUBLIC HOUSE"
"3889" "589 1ST AVE 10016" "PANINI CAFE"
"3890" "589 FORT WASHINGTON AVENUE 10033" "THE MONKEY ROOM"
"3891" "589 FULTON STREET 11201" "MR. FULTON"
"3892" "589 NEW LOTS AVE 11207" "JUS CHILL BAR & GRILL"
"3893" "589 VANDERBILT AVENUE 11238" "WEATHER UP"
"3894" "58A GREENWICH AVENUE 10011" "ORIGINAL SANDWICHES"
"3895" "59 1ST AVE 10003" "CHO-KO RESTAURANT"
"3896" "59 5TH AVE 11217" "ARTICHOKE BASILLE'S PIZZA"
"3897" "59 AUDUBON AVENUE 10032" "SAN FRANCISCO RESTAURANT"
"3898" "59 CANAL STREET 10002" "UPSTAIRS  BAR"
"3899" "59 CHELSEA PIERS 10011" "STUDIO CAFE 59"
"3900" "59 CHRISTOPHER STREET 10014" "KETTLE OF FISH"
"3901" "59 CHURCH AVENUE 11218" "EL MIRADOR RESTAURANT"
"3902" "59 DIVISION ST 10002" "CHINA LOCAL CUISINE"
"3903" "59 EAST   54 STREET 10022" "RELIABLE FOOD"
"3904" "59 EAST   59 STREET 10022" "59E59 BAR"
"3905" "59 EAST  125 STREET 10035" "A TASTE OF SEA FOOD"
"3906" "59 EAST 8 STREET 10003" "MAOZ VEGETARIAN"
"3907" "59 GRAND ST 10013" "LUCKY STRIKE"
"3908" "59 GROVE STREET 10014" "MARIES CRISIS CAFE"
"3909" "59 JFK AIRPORT 11430" "GALLERIES LOUNGE BRITISH AIRWAYS"
"3910" "59 JFK AIRPORT PLC 11430" "CONCORDE ROOM"
"3911" "59 MURRAY STREET 10007" "NEW YORK DOLLS"
"3912" "59 NASSAU ST 10038" "59 CHINA"
"3913" "59 NASSAU STREET 10038" "FRIENDLY PIZZERIA"
"3914" "59 READE STREET 10007" "MAXWELL'S"
"3915" "59 W 170TH ST 10452" "BELMARI'S BAKERY"
"3916" "59 W 30TH ST 10001" "MADMAN ESPRESSO"
"3917" "59 W 46TH ST 10036" "VU 46"
"3918" "59 WARREN STREET 10007" "RACCOON LODGE"
"3919" "59 WEST   21 STREET 10010" "STUDIO TWENTY ONE"
"3920" "59 WEST   35 STREET 10001" "HAMPTON INN EMPIRE STATE BUILDING"
"3921" "59 WEST   44 STREET 10036" "ALGONQUIN HOTEL"
"3922" "590 5 AVENUE 11215" "KING ROYAL FRIED CHICKEN"
"3923" "590 AVENUE OF THE AMERICAS 10011" "COFFEED"
"3924" "590 CLINTON STREET 11231" "LIN'S GARDEN KITCHEN"
"3925" "590 EAST  169 STREET 10456" "WEST AFRICAN RESTAURANT"
"3926" "590 EAST  191 STREET 10458" "PUGSLEY PIZZA"
"3927" "590 GATEWAY DR 11239" "DUNKIN' DONUTS"
"3928" "590 GRAND CONCOURSE 10451" "CAPITOL INTERNATIONAL"
"3929" "590 LEXINGTON AVENUE 10154" "LE RELAIS DE VENISE"
"3930" "590 MADISON AVE 10022" "IBM EXECUTIVE DINING ROOM"
"3931" "590 MADISON AVENUE 10022" "OBICA MOZZARELLA BAR"
"3932" "590 MYRTLE AVENUE 11205" "BROOKLYN TAP HOUSE"
"3933" "5901 8TH AVE 11220" "S & N JAPANESE CREPE"
"3934" "5901 CHURCH AVE 11203" "DUNKIN' DONUTS, BASKIN ROBBINS"
"3935" "5902 7TH AVE 11220" "MY BAKERY NY"
"3936" "5902 99 STREET 11368" "WING LEE KITCHEN"
"3937" "5902 BROADWAY 11377" "PACIFIC MOON"
"3938" "5902 CATALPA AVENUE 11385" "NORMA'S"
"3939" "5902 FORT HAMILTON PARKWAY 11219" "SPICY POT"
"3940" "5902 WOODSIDE AVENUE 11377" "LUCID CAFE"
"3941" "5904 55TH DR 11378" "MAURICE DELI"
"3942" "5904 5TH AVE 11220" "MEXICO EN LA PIEL"
"3943" "5905 4 AVENUE 11220" "FULL DOE BAKERY"
"3944" "5905 MYRTLE AVENUE 11385" "MR CHEN CHINESE RESTAURANT"
"3945" "5906 8TH AVE 11220" "NEW SAIGON"
"3946" "5906 KISSENA BLVD 11355" "A+ CHINESE RESTAURANT"
"3947" "5906 MAIN ST 11355" "ACE BAGEL & ROLL"
"3948" "5907 GRAND AVE 11378" "NEW CHOI HEE II CHINESE RESTAURANT"
"3949" "5908 AVENUE N 11234" "CHINA TOKYO RESTAURANT"
"3950" "5908 KISSENA BLVD 11355" "E NOODLE HOUSE"
"3951" "5908 MAIN ST 11355" "BODAI VEGETARIAN RESTAURANT"
"3952" "591 1ST AVE 10016" "LUCKY'S CAFE & RESTAURANT"
"3953" "591 CITY ISLAND AVE 10464" "SEASHORE RESTAURANT"
"3954" "591 FORT WASHINGTON AVENUE 10033" "REFRIED BEANS"
"3955" "591 KNICKERBOCKER AVE 11221" "SAVOY CAFE & GRILL"
"3956" "591 LEXINGTON AVE 10022" "PARIS BAGUETTE"
"3957" "5910 8TH AVE 11220" "SWEET CAFE"
"3958" "5910 MYRTLE AVE 11385" "JOE & JOHN'S PIZZA RESTAURANT"
"3959" "5910 WOODSIDE AVENUE 11377" "STARTING GATE"
"3960" "5911 4TH AVE 11220" "LA PARADA II RESTAURANT"
"3961" "5911 8TH AVE 11220" "TBAAR"
"3962" "5912 7TH AVE 11220" "MOON & FLOWER HOUSE"
"3963" "5912 FORT HAMILTON PKWY 11219" "TBAAR"
"3964" "5912 GLENWOOD RD 11234" "YUMMY GOLDEN VILLAGE"
"3965" "5912 MAIN ST 11355" "KAN WAH CHINESE RESTAURANT"
"3966" "5913 71ST AVE 11385" "BAMBOO TROPICAL"
"3967" "5913 FOSTER AVENUE 11234" "FISH EYE BAR & GRILL"
"3968" "5914 BEACH CHANNEL DR 11692" "DUNKIN' DONUTS"
"3969" "5914 MAIN STREET 11355" "MAIN ST IMPERIAL TAIWANESE GOURMET"
"3970" "5915 37 AVENUE 11377" "GULSHAN TERRACE"
"3971" "5915 7 AVENUE 11220" "SEAFOOD HOT POT BUFFET"
"3972" "5915 71ST AVE 11385" "LITTLE COFFEE SHOP"
"3973" "5916 KISSENA BLVD 11355" "SUBWAY"
"3974" "5916 MAIN STREET 11355" "KUNG FU XIAO LONG BAO"
"3975" "5917 ROOSEVELT AVENUE 11377" "NEW PANDA GARDEN"
"3976" "5918 5TH AVE 11220" "SWEET DYNASTY"
"3977" "5918 8 AVENUE 11220" "NEW BELACAN RESTAURANT"
"3978" "5918 FORT HAMILTON PKWY 11219" "O FORT INC"
"3979" "5918 KISSENA BLVD 11355" "TORI O'TOOLES"
"3980" "5919 4 AVENUE 11220" "ALIMENTOS SALUDABLES - MEXICAN GRILL"
"3981" "5919 7 AVENUE 11220" "MINHUI SNACK"
"3982" "592 3 AVENUE 10016" "ROYAL PIZZA"
"3983" "592 3RD AVE 10016" "The Famous Chicken Place"
"3984" "592 9 AVENUE 10036" "@NINE"
"3985" "592 COLUMBUS AVENUE 10024" "DOMINO'S"
"3986" "592 FT WASHINGTN AVE 10033" "ASSOCIATED SUPERMARKET"
"3987" "5920 FORT HAMILTON PARKWAY 11219" "TENGU SUSHI & NOODLE HOUSE"
"3988" "5920 MAIN STREET 11355" "TEA SHOP 168 & BAKERY"
"3989" "5921 CALLOWAY STREET 11368" "FOREST HILLS SPA"
"3990" "5921 RIVERDALE AVENUE 10471" "NONIS COFFEE SHOP"
"3991" "5921 ROOSEVELT AVE 11377" "SAINTS AND SINNERS"
"3992" "5922 8 AVENUE 11220" "IBAKERY"
"3993" "5922-24 AVENUE N 11234" "VIKKI'S RESTAURANT"
"3994" "5924 8 AVENUE 11220" "WONG GOOD HAND PULL NOODLE"
"3995" "5924 8TH AVE 11220" "VIVI BUBBLE TEA"
"3996" "5924 KISSENA BLVD 11355" "GYRO & BOWL"
"3997" "5924 MYRTLE AVENUE 11385" "FAJITAS SUNRISE RESTAURANT"
"3998" "593 1ST AVE 10016" "THE GYRO SHOP"
"3999" "593 9 AVENUE 10036" "STARBUCKS"
"4000" "593 LORIMER STREET 11211" "THE BROOKLYN STAR"
"4001" "593 MEEKER AVE 11222" "SUNSET DINER"
"4002" "5930 GLENWOOD RD 11234" "PAPA'S FRIED CHICKEN"
"4003" "5930 GRAND AVE 11378" "ANCHOR INN"
"4004" "594 3 AVENUE 10016" "MING'S DELIGHT"
"4005" "594 5 AVENUE 11215" "LENNY'S PIZZA"
"4006" "594 8TH AVE 10018" "NYC FRIED CHICKEN"
"4007" "594 AMSTERDAM AVENUE 10024" "PAPA JOHN'S, SUBWAY"
"4008" "594 CRESCENT STREET 11208" "ORIGINAL NAPOLI'S PIZZA"
"4009" "594 GRAND CONCOURSE 10451" "GREAT WALL"
"4010" "594 LAFAYETTE AVE 11216" "SAMURAI PAPA"
"4011" "594 ROGERS AVE 11225" "MICHAEL CASAS"
"4012" "594 UNION AVENUE 11211" "OVER THE EIGHT"
"4013" "594 VANDERBILT AVENUE 11238" "ZAYTOONS RESTAURANT"
"4014" "5940 55 ROAD 11378" "HOLIDAY INN EXPRESS"
"4015" "5940 MYRTLE AVENUE 11385" "INTERNATIONAL COFFEE SHOP"
"4016" "5945 STRICKLAND AVE 11234" "EL CARIBE"
"4017" "595 BEDFORD AVENUE 11211" "GOLDEN RING"
"4018" "595 METROPOLITAN AVE 11211" "BLACKSTAR BAKERY CAFE"
"4019" "595 UNION AVENUE 11211" "RICH LANE"
"4020" "595 WASHINGTON AVENUE 11238" "SAPID INDIAN RESTAURANT"
"4021" "595 WEST  207 STREET 10034" "FRESH TORTILLAS"
"4022" "5952 SUMMERFIELD ST 11385" "NEW DELICIOUS WOK"
"4023" "596 10 AVENUE 10036" "MR. BIGGS BAR AND GRILL"
"4024" "596 3RD AVE 10016" "CAFFE BENE"
"4025" "596 9TH AVE 10036" "PINKBERRY"
"4026" "596 BAY STREET 10304" "BARI'S PIZZA & PASTA RESTAURANT"
"4027" "596 CLINTON ST 11231" "MAYS TEA HOUSE"
"4028" "596 GRAND CONCOURSE 10451" "SAM'S RESTAURANT"
"4029" "596 GRAND ST 11211" "The STARLIGHT"
"4030" "596 MANHATTAN AVENUE 11222" "CHARLOTTE PATISSERIE"
"4031" "5960 55TH RD 11378" "MCDONALD'S"
"4032" "5961 69TH ST 11378" "ZHEN GOOD TASTE"
"4033" "5963 55 ROAD 11378" "SUPER BOWL CHINESE RESTAURANT"
"4034" "597 10 AVENUE 10036" "WEST SIDE STEAKHOUSE"
"4035" "597 4 AVENUE 11215" "PAULINE AND SHARON'S"
"4036" "597 BAY STREET 10304" "SUBWAY"
"4037" "597 E TREMONT AVE 10457" "SUBWAY"
"4038" "597 EMPIRE BOULEVARD 11213" "EMPIRE GRILL"
"4039" "597 HUDSON STREET 10014" "BUS STOP CAFE"
"4040" "597 MANHATTAN AVENUE 11222" "NO NAME BAR"
"4041" "597 NEW LOTS AVE 11207" "NELLY'S CAKES & PARTY SUPPLIES"
"4042" "597 VANDERBILT AVENUE 11238" "INAKA"
"4043" "597 WEST 207 STREET 10034" "GUADALUPE BAR AND GRILL"
"4044" "5975 BROADWAY 10471" "FERNANDEZ BURRITO SHOP"
"4045" "5977 BROADWAY 10471" "SHORT STOP RESTAURANT"
"4046" "5979 BROADWAY 10471" "BROADWAY CHINESE KITCHEN"
"4047" "598 10TH AVE 10036" "CLAUDIO PIZZERIA RESTORANTE"
"4048" "598 19 STREET 11218" "TERRACE COFFEE SHOP"
"4049" "598 9TH AVE 10036" "Sticky's Finger Joint"
"4050" "598 VANDERBILT AVE 11238" "LITTLE CUPCAKE BAKESHOP"
"4051" "5981 BROADWAY 10471" "PLANET WINGS"
"4052" "5985 BROADWAY 10471" "BROADWAY JOE'S PIZZA"
"4053" "5987 BROADWAY 10471" "DUNKIN' DONUTS"
"4054" "5987A BROADWAY 10471" "SUBWAY RESTAURANT"
"4055" "599 10 AVENUE 10036" "LANDSDOWNE ROAD"
"4056" "599 6TH AVE 10011" ""
"4057" "599 EAST 184 STREET 10458" "LAS CHATAS TAQUERIA & DELI GROCERY"
"4058" "599 EAST TREMONT AVENUE 10457" "MCDONALD'S"
"4059" "599 GRAND CONCOURSE 10451" "MCDONALD'S"
"4060" "599 LEXINGTON AVE 10022" "JUICE GENERATION"
"4061" "599 LEXINGTON AVENUE 10022" "AU BON PAIN"
"4062" "5993 FRESH POND RD 11378" "THE LIVE OAK"
"4063" "599603 BUSHWICK AVE 11206" "SILENT BARN"
"4064" "6 BOND STREET 10012" "BOND ST"
"4065" "6 CEBRA AVE 10301" "MORELOS DELI & FRUIT"
"4066" "6 CHATHAM SQ 10038" "CHATHAM SEAFOOD RESTAURANT"
"4067" "6 CLINTON ST 10002" "KHUSHBOO INDIAN RESTAURANT"
"4068" "6 CLINTON STREET 10002" "ONE MORE THAI"
"4069" "6 COLUMBUS CIRCLE 10019" "BLUE RIBBON SUSHI BAR & GRILL ROOF DECK"
"4070" "6 DELANCEY STREET 10002" "THE BOWERY BALLROOM"
"4071" "6 E 42ND ST 10017" "Bravo Pizza"
"4072" "6 EAST   32 STREET 10016" "ICHI UMI"
"4073" "6 EAST   36 STREET 10016" "TOLEDO"
"4074" "6 EAST   43 STREET 10017" "SEA LEVEL CAFE"
"4075" "6 EAST   44 STREET 10017" "THE CORNELL CENTER OF NEW YORK"
"4076" "6 EAST   45 STREET 10017" "DISHES"
"4077" "6 EAST   46 STREET 10017" "DUNKIN' DONUTS"
"4078" "6 EAST   48 STREET 10017" "TOASTIES"
"4079" "6 EAST MT EDEN AVENUE 10452" "1 Banana Queen"
"4080" "6 FERRY TERMINAL DRIVE 10301" "ISLAND SOFT PRETZEL STOP"
"4081" "6 FLATBUSH AVE 11217" "PAPAYA KING"
"4082" "6 GALESVILLE COURT 10305" "BASILIO'S INN RESTAURANT"
"4083" "6 GRAHAM AVENUE 11206" "LA ISLA RESTAURANT"
"4084" "6 HARRISON STREET 10013" "JUNG SIK"
"4085" "6 METRO TECH 11201" "STARBUCKS"
"4086" "6 METROTECH CTR 11201" "TANDON"
"4087" "6 MURRAY STREET 10007" "MANHATTAN PROPER"
"4088" "6 PENNYFIELD AVE 10465" "THE SUNY MARITIME U. VANDERCLUTE"
"4089" "6 PENNYFIELD AVENUE 10465" "THE LIBRARY/OUT TAKES QUICK CUISINE"
"4090" "6 PLATT ST 10038" "KETCH BREWHOUSE"
"4091" "6 SAINT JOHNS LN 10013" "SPRING PLACE"
"4092" "6 SAINT MARKS PL 10003" "BARCADE"
"4093" "6 SNEDEN AVE 10312" "ANGELO'S PIZZERIA/MIMMO'S RESTAURANT"
"4094" "6 ST MARKS PLACE 10003" "ST MARKS KARAOKE"
"4095" "6 STONE STREET 10004" "MURPHY'S TAVERN"
"4096" "6 STUYVESANT STREET 10003" "VILLAGE YOKOCHO"
"4097" "6 SUTTER AVE 11212" "CROWN FRIED CHICKEN"
"4098" "6 UNION SQUARE EAST 10003" "AU BON PAIN"
"4099" "6 W 32ND ST 10001" "cloud social"
"4100" "6 WEST    4 STREET 10012" "LITTLE ATLAS CAFE"
"4101" "6 WEST   25 STREET 10010" "40/40 CLUB"
"4102" "6 WEST   32 STREET 10001" "PARIS BAGUETTE"
"4103" "6 WEST   33 STREET 10001" "LEGENDS NYC"
"4104" "6 WEST 24 STREET 10010" "BO'S KITCHEN & BAR ROOM"
"4105" "6 WYCKOFF AVENUE 11237" "THE COBRA CLUB"
"4106" "6 YORK STREET 10013" "AOA BAR & GRILL"
"4107" "6-8 BEDFORD PARK BOULEVARD 10468" "NATIONAL RESTAURANT & COFFEE SHOP"
"4108" "60 2 AVENUE 10003" "BLACK ANT"
"4109" "60 3RD AVE 10003" "BLOCKHEADS BURRITOS"
"4110" "60 BROAD STREET 10004" "PRET A MANGER"
"4111" "60 CHELSEA PIERS 10011" "BOWLMOR CHELSEA PIERS"
"4112" "60 E 41ST ST 10017" "STOUT"
"4113" "60 E 42ND ST 10165" "6B"
"4114" "60 E 8TH ST 10003" "PURE GREEN"
"4115" "60 EAST    3 STREET 10003" "EL DIABLITO TAQUERIA"
"4116" "60 EAST   54 STREET 10022" "MONKEY BAR"
"4117" "60 EAST   55 STREET 10022" "THE CORE CLUB"
"4118" "60 EAST   56 STREET 10022" "COSI"
"4119" "60 EAST   65 STREET 10065" "DANIEL"
"4120" "60 GREENPOINT AVENUE 11222" "PAULIE GEE"
"4121" "60 GREENWICH AVE 10011" "TAPESTRY"
"4122" "60 HANCOCK STREET 10305" "LEE'S TAVERN"
"4123" "60 HENRY STREET 11201" "NEW GREAT WALL RESTAURANT"
"4124" "60 MADISON AVENUE 10010" "ESSEN"
"4125" "60 METROPOLITAN OVAL 10462" "BURGER KING, POPEYES LOUISIANA KITCHEN"
"4126" "60 MULBERRY ST 10013" "EGGLOO"
"4127" "60 N 11TH STREET 11249" "VERBOTEN"
"4128" "60 PEARL STREET 10004" "BOMBAY'S"
"4129" "60 PINE STREET 10005" "DOWN TOWN ASSOCIATION"
"4130" "60 ROCKEFELLER PLAZA 10020" "DEL FRISCO'S GRILLE"
"4131" "60 S BRIDGE ST 10309" "ARIANA'S"
"4132" "60 THOMPSON ST 10012" "SIXTY THOMPSON"
"4133" "60 UNIVERSITY PLACE 10003" "AMORINO"
"4134" "60 VAN DUZER ST 10301" "CRAFT HOUSE INC"
"4135" "60 W 22ND ST 10010" "BY CHLOE"
"4136" "60 W 36TH ST 10018" "HOLIDAY INN EXPRESS HERALD SQUARE"
"4137" "60 W 48TH ST 10036" "ASA SUSHI"
"4138" "60 W 56TH ST 10019" "GLAZE"
"4139" "60 WALL ST 10005" "STARBUCKS"
"4140" "60 WALL STREET 10005" "THE COUNTRY CAFE"
"4141" "60 WASHINGTON SQ S 10012" "NYU PEET'S COFFEE"
"4142" "60 WASHINGTON SQUARE SOUTH 10012" "NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER CAFETERIA"
"4143" "60 WEST   23 STREET 10010" "OUTBACK STEAKHOUSE"
"4144" "60 WEST   45 STREET 10036" "PARK ITALIAN GOURMENT"
"4145" "60 WEST   55 STREET 10019" "BENOIT BISTRO"
"4146" "60 WEST   57 STREET 10019" "RUE 57"
"4147" "60 WEST   65 STREET 10023" "LE PAIN QUOTIDIEN"
"4148" "60 WEST  129 STREET 10027" "LENOX COFFEE"
"4149" "60-15 WOODSIDE AVE 11377" "THAI SUKI"
"4150" "600 11TH AVE 10036" "THE CANNIBAL"
"4151" "600 11TH AVENUE 10036" "IVAN RAMEN SLURP SHOP"
"4152" "600 3 AVENUE 10016" "JUST SALAD"
"4153" "600 3RD AVE 10016" "SHAKE SHACK"
"4154" "600 5 AVENUE 10020" "CUCINA AND CO."
"4155" "600 8 AVENUE 10018" "STARBUCKS"
"4156" "600 9TH AVE 10036" "BREAD FACTORY CAFE"
"4157" "600 E 14TH ST 10009" "M & J ASIAN RESTAURANT"
"4158" "600 EAST  187 STREET 10458" "FULL MOON PIZZA"
"4159" "600 FLATBUSH AVENUE 11225" "KING OF TANDOOR"
"4160" "600 LEXINGTON AVE 10022" "FIKA"
"4161" "600 LEXINGTON AVENUE 10022" "PRET A MANGER"
"4162" "600 MADISON AVENUE 10022" "STARBUCKS"
"4163" "600 METROPOLITAN AVENUE 11211" "ALLIGATOR LOUNGE"
"4164" "600 MORRIS AVENUE 10451" "CHINA KING"
"4165" "600 VAN NEST AVE 10460" "RUBY'S RESTAURANT"
"4166" "600 W 115TH ST 10025" "SWEETGREEN"
"4167" "600 W 188TH ST 10040" "AROMA PIZZA AND CAFE"
"4168" "600 WEST   57 STREET 10019" "THE GREEN DOOR"
"4169" "600 WEST  125 STREET 10027" "MCDONALD'S"
"4170" "600 WEST  218 STREET 10034" "INDIAN ROAD CAFE"
"4171" "600 WEST DRIVE 11363" "DOUGLASTON CLUB"
"4172" "6000 SHORE PARKWAY 11234" "DUNKIN' DONUTS"
"4173" "6001 14TH AVE 11219" "WING XIN CHINESE RESTAURANT"
"4174" "6001 70 AVENUE 11385" "COZY CORNER BAR & RESTAURANT"
"4175" "6001 7TH AVE 11220" "TOYAMA CUISINE"
"4176" "6001 METROPOLITAN AVE 11385" ""
"4177" "6001 STRICKLAND AVE 11234" "MAIN HOUSE BBQ"
"4178" "6002 FOSTER AVE 11236" "TWO GUYS  COFFEE SHOP"
"4179" "6002 WOODSIDE AVENUE 11377" "SEAN OG"
"4180" "6003 7TH AVE 11220" "FU SHEN RESTAURANT"
"4181" "6003 FORT HAMILTON PARKWAY 11219" "SAI'S CAFE"
"4182" "6004 8 AVENUE 11220" "SOCCER TAVERN"
"4183" "6004 KISSENA BOULEVARD 11355" "KISSENA CAFE"
"4184" "6005 FORT HAMILTON PKWY 11219" "KING'S KITCHEN"
"4185" "6006 39 AVENUE 11377" "Herbal Life/Salud es Vida"
"4186" "6006 KISSENA BLVD 11355" "NEW WOKS KITCHEN"
"4187" "6006 MAIN STREET 11355" "EAST DIM SUM"
"4188" "6006 WOODSIDE AVENUE 11377" "WOODSIDE CAFE"
"4189" "6007 5 AVENUE 11220" "CASA VIEJA RESTAURANT"
"4190" "6007 BROADWAY 10471" "BURGER KING"
"4191" "6007 METROPOLITAN AVENUE 11385" "VIXENS"
"4192" "6008 7 AVENUE 11220" "THANH DA"
"4193" "6008 KISSENA BLVD 11355" "REGINA PIZZERIA"
"4194" "6009 7 AVENUE 11220" "RICH VILLAGE RESTAURANT"
"4195" "601 2 AVENUE 10016" "DUNKIN' DONUTS"
"4196" "601 6TH AVE 10011" "TAQUERIA DIANA"
"4197" "601 8 AVENUE 10018" "GOLDEN KRUST CARIBBEAN BAKERY & GRILL"
"4198" "601 BRIGHTON BEACH AVE 11235" "MASAL GOURMET EXPRESS"
"4199" "601 E 187TH ST 10458" "LUNA CAFE INC"
"4200" "601 EAST FORDHAM ROAD 10458" "DUNKIN' DONUTS"
"4201" "601 GREENWOOD AVENUE 11218" "BROOKLYN COMMUNE"
"4202" "601 LEXINGTON AVE 10022" "KIRKLAND & ELLIS CONFERENCE ROOMS"
"4203" "601 LEXINGTON AVENUE 10022" "SUSHI-TERIA"
"4204" "601 VANDERBILT AVE 11238" "WHITE TIGER"
"4205" "601 W 26TH ST 10001" "MARTHA STEWART CAFE"
"4206" "601 W 27TH ST 10001" "La Colombe"
"4207" "601 WEST   26 STREET 10001" "TOMMY HILFIGER"
"4208" "601 WEST  172 STREET 10032" "POPEYES LOUISIANA KITCHEN"
"4209" "601 WEST  191 STREET 10040" "POPEYES LOUISIANA KITCHEN"
"4210" "601 WEST 26 STREET 10001" "EAT ON 8TH"
"4211" "601 WESTCHESTER AVENUE 10455" "PIZZA HUT"
"4212" "6010 80 STREET 11379" "DUNKIN' DONUTS, BASKIN ROBBINS"
"4213" "6010 KISSENA BLVD 11355" "Q Cafe"
"4214" "6010 KISSENA BOULEVARD 11355" "KISSENA RESTAURANT"
"4215" "6011 4TH AVE 11220" "KOONG WING RESTAURANT"
"4216" "6011 7 AVENUE 11220" "NIGHTÂ°"
"4217" "6012 5TH AVE 11220" "UNCLE LOUIE GS ITALIAN ICES & ICE CREAM"
"4218" "6012 NEW UTRECHT AVE 11219" "EL BUFFALITO  GRILL"
"4219" "6012 NORTHERN BOULEVARD 11377" "TACO BELL"
"4220" "6013 7TH AVENUE 11220" "POPEYES LOUISIANA KITCHEN"
"4221" "6014 8 AVENUE 11220" "VIP KINGLY BAKERY"
"4222" "6014 8TH AVE 11220" "VIP KINGS BAKERY"
"4223" "6014 NEW UTRECHT AVE 11219" "BUKANITAS"
"4224" "6014 QUEENS BOULEVARD 11377" "HUNAN ''K'' CHINESE RESTAURANT"
"4225" "6015 WOODSIDE AVENUE 11377" "F.OTTOMANELLI BURGERS & BELGIUM FRIES"
"4226" "6016 FRESH POND ROAD 11378" "A LOVE FOR CAKES"
"4227" "6017 4TH AVE 11220" "NEW JW GOLDEN BAKERY"
"4228" "6017 ROOSEVELT AVENUE 11377" "COLOMBIA FAMA BAKERY"
"4229" "6018 METROPOLITAN AVENUE 11385" "BOSTON MARKET"
"4230" "6019 MAIN ST 11355" "LAKE PAVILION"
"4231" "6019 MYRTLE AVENUE 11385" "KUM WEI KITCHEN"
"4232" "602 BRIGHTON BEACH AVENUE 11235" "CAFE EUROASIA"
"4233" "602 E 187TH ST 10458" "PEACHWAVE FROZEN YOGURT"
"4234" "602 MARCY AVENUE 11206" "U LIKE CHINESE RESTAURANT"
"4235" "602 SENECA AVE 11385" "MALLY'S  ANTOJITOS MEXICANOS"
"4236" "602 VANDERBILT AVE 11238" "R&D FOODS"
"4237" "6021 39 AVENUE 11377" "WEISIDE CHINA STATION"
"4238" "6022 8TH AVE 11220" "NEW STAR SEAFOOD RESTAURANT"
"4239" "6022 ROOSEVELT AVENUE 11377" "STOP INN RESTAURANT & CAFE"
"4240" "6024 18TH AVE 11204" "A & L PIZZA RESTAURANT"
"4241" "6024 QUEENS BOULEVARD 11377" "GINA'S PIZZA"
"4242" "6025 BROADWAY 10471" "SANTA FE GRILL & BAR"
"4243" "6025 ROOSEVELT AVE 11377" "SUBWAY"
"4244" "6029 ROOSEVELT AVE 11377" "KENNEDY FRIED CHICKEN"
"4245" "603 2 AVENUE 10016" "BENJAMIN"
"4246" "603 AVENUE Z 11223" "DELI AND PIZZA"
"4247" "603 CRESCENT AVENUE 10458" "ROBERTO'S"
"4248" "603 E 186TH ST 10458" "TEUTA QEBAPTORE"
"4249" "603 FORT WASHINGTON AVENUE 10040" "KISMAT INDIAN CUISINE"
"4250" "603 SENECA AVENUE 11385" "SENECA FIESTA COFFEE BAR"
"4251" "603 SUTTER AVE 11207" "STEVES PIZZA"
"4252" "603 VANDERBILT AVENUE 11238" "BRANDED SALOON"
"4253" "603 WASHINGTON AVE 11238" "NEW VEGETARIAN PALATE"
"4254" "603 WEST   45 STREET 10036" "THE PENTHOUSE EXECUTIVE CLUB/ROBERT'S STEAKHOUSE"
"4255" "603 WEST   50 STREET 10019" "RESTAURANT ASSOCIATES @ KENNETH COLE"
"4256" "603 WEST  168 STREET 10032" "NEW UNIVERSITY DELI"
"4257" "6031 BROADWAY 10471" "JAKE'S STEAKHOUSE"
"4258" "6039 FRESH POND ROAD 11378" "JOHNNY'S CAFE"
